Name,Weight,CumulativeWeight
Jannie,0.009,81.370,944
Dionne,0.009,81.379,945
Annmarie,0.009,81.388,946
Katina,0.009,81.397,947
Beryl,0.009,81.405,948
Phoebe,0.009,81.414,949
Millicent,0.009,81.423,950
Katheryn,0.009,81.432,951
Diann,0.009,81.441,952
Carissa,0.009,81.450,953
Maryellen,0.009,81.459,954
Liz,0.009,81.468,955
Lauri,0.009,81.476,956
Helga,0.009,81.485,957
Gilda,0.009,81.494,958
Adrian,0.009,81.503,959
Rhea,0.009,81.511,960
Marquita,0.009,81.520,961
Hollie,0.009,81.529,962
Tisha,0.009,81.538,963
Tamera,0.009,81.546,964
Angelique,0.009,81.555,965
Francesca,0.009,81.564,966
Britney,0.009,81.573,967
Kaitlin,0.009,81.581,968
Lolita,0.009,81.590,969
Florine,0.009,81.599,970
Rowena,0.009,81.607,971
Reyna,0.009,81.616,972
Twila,0.009,81.624,973
Fanny,0.009,81.633,974
Janell,0.009,81.641,975
Ines,0.009,81.650,976
Concetta,0.009,81.658,977
Bertie,0.009,81.667,978
Alba,0.009,81.676,979
Brigitte,0.009,81.684,980
Alyson,0.009,81.693,981
Vonda,0.008,81.701,982
Pansy,0.008,81.710,983
Elba,0.008,81.718,984
Noelle,0.008,81.726,985
Letitia,0.008,81.735,986
Kitty,0.008,81.743,987
Deann,0.008,81.752,988
Brandie,0.008,81.760,989
Louella,0.008,81.769,990
Leta,0.008,81.777,991
Felecia,0.008,81.786,992
Sharlene,0.008,81.794,993
Lesa,0.008,81.802,994
Beverley,0.008,81.811,995
Robert,0.008,81.819,996
Isabella,0.008,81.827,997
Herminia,0.008,81.836,998
Terra,0.008,81.844,999
Celina,0.008,81.852,1000
Tori,0.008,81.861,1001
Octavia,0.008,81.869,1002
Jade,0.008,81.877,1003
Denice,0.008,81.885,1004
Germaine,0.008,81.894,1005
Sierra,0.008,81.902,1006
Michell,0.008,81.910,1007
Cortney,0.008,81.918,1008
Nelly,0.008,81.926,1009
Doretha,0.008,81.934,1010
Sydney,0.008,81.943,1011
Deidra,0.008,81.951,1012
Monika,0.008,81.959,1013
Lashonda,0.008,81.967,1014
Judi,0.008,81.975,1015
Chelsey,0.008,81.983,1016
Antionette,0.008,81.991,1017
Margot,0.008,81.999,1018
Bobby,0.008,82.007,1019
Adelaide,0.008,82.015,1020
Nan,0.008,82.023,1021
Leeann,0.008,82.030,1022
Elisha,0.008,82.038,1023
Dessie,0.008,82.046,1024
Libby,0.008,82.054,1025
Kathi,0.008,82.062,1026
Gayla,0.008,82.070,1027
Latanya,0.008,82.078,1028
Mina,0.008,82.086,1029
Mellisa,0.008,82.093,1030
Kimberlee,0.008,82.101,1031
Jasmin,0.008,82.109,1032
Renae,0.008,82.117,1033
Zelda,0.008,82.125,1034
Elda,0.008,82.132,1035
Ma,0.008,82.140,1036
Justina,0.008,82.148,1037
Gussie,0.008,82.156,1038
Emilie,0.008,82.163,1039
Camilla,0.008,82.171,1040
Abbie,0.008,82.179,1041
Rocio,0.008,82.186,1042
Kaitlyn,0.008,82.194,1043
Jesse,0.008,82.202,1044
Edythe,0.008,82.209,1045
Ashleigh,0.008,82.217,1046
Selina,0.008,82.225,1047
Lakesha,0.008,82.232,1048
Geri,0.008,82.240,1049
Allene,0.008,82.248,1050
Pamala,0.008,82.255,1051
Michaela,0.008,82.263,1052
Dayna,0.008,82.270,1053
Caryn,0.008,82.278,1054
Rosalia,0.008,82.286,1055
Sun,0.007,82.293,1056
Jacquline,0.007,82.301,1057
Rebeca,0.007,82.308,1058
Marybeth,0.007,82.315,1059
Krystle,0.007,82.323,1060
Iola,0.007,82.330,1061
Dottie,0.007,82.338,1062
Bennie,0.007,82.345,1063
Belle,0.007,82.353,1064
Aubrey,0.007,82.360,1065
Griselda,0.007,82.367,1066
Ernestina,0.007,82.375,1067
Elida,0.007,82.382,1068
Adrianne,0.007,82.390,1069
Demetria,0.007,82.397,1070
Delma,0.007,82.404,1071
Chong,0.007,82.412,1072
Jaqueline,0.007,82.419,1073
Destiny,0.007,82.427,1074
Arleen,0.007,82.434,1075
Virgina,0.007,82.441,1076
Retha,0.007,82.448,1077
Fatima,0.007,82.456,1078
Tillie,0.007,82.463,1079
Eleanore,0.007,82.470,1080
Cari,0.007,82.478,1081
Treva,0.007,82.485,1082
Birdie,0.007,82.492,1083
Wilhelmina,0.007,82.499,1084
Rosalee,0.007,82.506,1085
Maurine,0.007,82.514,1086
Latrice,0.007,82.521,1087
Yong,0.007,82.528,1088
Jena,0.007,82.535,1089
Taryn,0.007,82.542,1090
Elia,0.007,82.549,1091
Debby,0.007,82.556,1092
Maudie,0.007,82.564,1093
Jeanna,0.007,82.571,1094
Delilah,0.007,82.578,1095
Catrina,0.007,82.585,1096
Shonda,0.007,82.592,1097
Hortencia,0.007,82.599,1098
Theodora,0.007,82.606,1099
Teresita,0.007,82.613,1100
Robbin,0.007,82.620,1101
Danette,0.007,82.627,1102
Maryjane,0.007,82.634,1103
Freddie,0.007,82.641,1104
Delphine,0.007,82.648,1105
Brianne,0.007,82.655,1106
Nilda,0.007,82.662,1107
Danna,0.007,82.669,1108
Cindi,0.007,82.676,1109
Bess,0.007,82.683,1110
Iona,0.007,82.690,1111
Hanna,0.007,82.697,1112
Ariel,0.007,82.704,1113
Winona,0.007,82.711,1114
Vida,0.007,82.718,1115
Rosita,0.007,82.725,1116
Marianna,0.007,82.731,1117
William,0.007,82.738,1118
Racheal,0.007,82.745,1119
Guillermina,0.007,82.752,1120
Eloisa,0.007,82.759,1121
Celestine,0.007,82.766,1122
Caren,0.007,82.773,1123
Malissa,0.007,82.780,1124
Lona,0.007,82.786,1125
Chantel,0.007,82.793,1126
Shellie,0.007,82.800,1127
Marisela,0.007,82.807,1128
Leora,0.007,82.814,1129
Agatha,0.007,82.820,1130
Soledad,0.007,82.827,1131
Migdalia,0.007,82.834,1132
Ivette,0.007,82.840,1133
Christen,0.007,82.847,1134
Athena,0.007,82.854,1135
Janel,0.007,82.861,1136
Chloe,0.007,82.867,1137
Veda,0.007,82.874,1138
Pattie,0.007,82.881,1139
Tessie,0.007,82.887,1140
Tera,0.007,82.894,1141
Marilynn,0.007,82.901,1142
Lucretia,0.007,82.907,1143
Karrie,0.007,82.914,1144
Dinah,0.007,82.920,1145
Daniela,0.007,82.927,1146
Alecia,0.007,82.934,1147
Adelina,0.007,82.940,1148
Vernice,0.007,82.947,1149
Shiela,0.007,82.953,1150
Portia,0.007,82.960,1151
Merry,0.007,82.967,1152
Lashawn,0.007,82.973,1153
Devon,0.007,82.980,1154
Dara,0.007,82.986,1155
Tawana,0.007,82.993,1156
Oma,0.007,82.999,1157
Verda,0.007,83.006,1158
Christin,0.007,83.012,1159
Alene,0.007,83.019,1160
Zella,0.006,83.025,1161
Sandi,0.006,83.032,1162
Rafaela,0.006,83.038,1163
Maya,0.006,83.045,1164
Kira,0.006,83.051,1165
Candida,0.006,83.058,1166
Alvina,0.006,83.064,1167
Suzan,0.006,83.071,1168
Shayla,0.006,83.077,1169
Lyn,0.006,83.083,1170
Lettie,0.006,83.090,1171
Alva,0.006,83.096,1172
Samatha,0.006,83.103,1173
Oralia,0.006,83.109,1174
Matilde,0.006,83.115,1175
Madonna,0.006,83.122,1176
Larissa,0.006,83.128,1177
Vesta,0.006,83.134,1178
Renita,0.006,83.141,1179
India,0.006,83.147,1180
Delois,0.006,83.153,1181
Shanda,0.006,83.159,1182
Phillis,0.006,83.166,1183
Lorri,0.006,83.172,1184
Erlinda,0.006,83.178,1185
Cruz,0.006,83.185,1186
Cathrine,0.006,83.191,1187
Barb,0.006,83.197,1188
Zoe,0.006,83.203,1189
Isabell,0.006,83.210,1190
Ione,0.006,83.216,1191
Gisela,0.006,83.222,1192
Charlie,0.006,83.228,1193
Valencia,0.006,83.235,1194
Roxanna,0.006,83.241,1195
Mayme,0.006,83.247,1196
Kisha,0.006,83.253,1197
Ellie,0.006,83.259,1198
Mellissa,0.006,83.266,1199
Dorris,0.006,83.272,1200
Dalia,0.006,83.278,1201
Bella,0.006,83.284,1202
Annetta,0.006,83.290,1203
Zoila,0.006,83.296,1204
Reta,0.006,83.302,1205
Reina,0.006,83.308,1206
Lauretta,0.006,83.315,1207
Kylie,0.006,83.321,1208
Christal,0.006,83.327,1209
Pilar,0.006,83.333,1210
Charla,0.006,83.339,1211
Elissa,0.006,83.345,1212
Tiffani,0.006,83.351,1213
Tana,0.006,83.357,1214
Paulina,0.006,83.363,1215
Leota,0.006,83.369,1216
Breanna,0.006,83.375,1217
Jayme,0.006,83.381,1218
Carmel,0.006,83.387,1219
Vernell,0.006,83.393,1220
Tomasa,0.006,83.399,1221
Mandi,0.006,83.405,1222
Dominga,0.006,83.411,1223
Santa,0.006,83.417,1224
Melodie,0.006,83.423,1225
Lura,0.006,83.429,1226
Alexa,0.006,83.435,1227
Tamela,0.006,83.441,1228
Ryan,0.006,83.447,1229
Mirna,0.006,83.453,1230
Kerrie,0.006,83.458,1231
Venus,0.006,83.464,1232
Noel,0.006,83.470,1233
Felicita,0.006,83.476,1234
Cristy,0.006,83.482,1235
Carmelita,0.006,83.488,1236
Berniece,0.006,83.494,1237
Annemarie,0.006,83.500,1238
Tiara,0.006,83.505,1239
Roseanne,0.006,83.511,1240
Missy,0.006,83.517,1241
Cori,0.006,83.523,1242
Roxana,0.006,83.529,1243
Pricilla,0.006,83.535,1244
Kristal,0.006,83.540,1245
Jung,0.006,83.546,1246
Elyse,0.006,83.552,1247
Haydee,0.006,83.558,1248
Aletha,0.006,83.564,1249
Bettina,0.006,83.569,1250
Marge,0.006,83.575,1251
Gillian,0.006,83.581,1252
Filomena,0.006,83.586,1253
Charles,0.006,83.592,1254
Zenaida,0.006,83.598,1255
Harriette,0.006,83.603,1256
Caridad,0.006,83.609,1257
Vada,0.006,83.615,1258
Una,0.006,83.620,1259
Aretha,0.006,83.626,1260
Pearline,0.006,83.632,1261
Marjory,0.006,83.637,1262
Marcela,0.006,83.643,1263
Flor,0.006,83.648,1264
Evette,0.006,83.654,1265
Elouise,0.006,83.659,1266
Alina,0.006,83.665,1267
Trinidad,0.006,83.671,1268
David,0.006,83.676,1269
Damaris,0.006,83.682,1270
Catharine,0.006,83.687,1271
Carroll,0.006,83.693,1272
Belva,0.006,83.698,1273
Nakia,0.005,83.704,1274
Marlena,0.005,83.709,1275
Luanne,0.005,83.715,1276
Lorine,0.005,83.720,1277
Karon,0.005,83.726,1278
Dorene,0.005,83.731,1279
Danita,0.005,83.737,1280
Brenna,0.005,83.742,1281
Tatiana,0.005,83.748,1282
Sammie,0.005,83.753,1283
Louann,0.005,83.759,1284
Loren,0.005,83.764,1285
Julianna,0.005,83.770,1286
Andria,0.005,83.775,1287
Philomena,0.005,83.780,1288
Lucila,0.005,83.786,1289
Leonora,0.005,83.791,1290
Dovie,0.005,83.797,1291
Romona,0.005,83.802,1292
Mimi,0.005,83.808,1293
Jacquelin,0.005,83.813,1294
Gaye,0.005,83.818,1295
Tonja,0.005,83.824,1296
Misti,0.005,83.829,1297
Joe,0.005,83.835,1298
Gene,0.005,83.840,1299
Chastity,0.005,83.845,1300
Stacia,0.005,83.851,1301
Roxann,0.005,83.856,1302
Micaela,0.005,83.861,1303
Nikita,0.005,83.867,1304
Mei,0.005,83.872,1305
Velda,0.005,83.877,1306
Marlys,0.005,83.882,1307
Johnna,0.005,83.888,1308
Aura,0.005,83.893,1309
Lavern,0.005,83.898,1310
Ivonne,0.005,83.903,1311
Hayley,0.005,83.909,1312
Nicki,0.005,83.914,1313
Majorie,0.005,83.919,1314
Herlinda,0.005,83.924,1315
George,0.005,83.930,1316
Alpha,0.005,83.935,1317
Yadira,0.005,83.940,1318
Perla,0.005,83.945,1319
Gregoria,0.005,83.950,1320
Daniel,0.005,83.955,1321
Antonette,0.005,83.961,1322
Shelli,0.005,83.966,1323
Mozelle,0.005,83.971,1324
Mariah,0.005,83.976,1325
Joelle,0.005,83.981,1326
Cordelia,0.005,83.986,1327
Josette,0.005,83.992,1328
Chiquita,0.005,83.997,1329
Trista,0.005,84.002,1330
Louis,0.005,84.007,1331
Laquita,0.005,84.012,1332
Georgiana,0.005,84.017,1333
Candi,0.005,84.022,1334
Shanon,0.005,84.027,1335
Lonnie,0.005,84.032,1336
Hildegard,0.005,84.037,1337
Cecil,0.005,84.042,1338
Valentina,0.005,84.047,1339
Stephany,0.005,84.052,1340
Magda,0.005,84.057,1341
Karol,0.005,84.062,1342
Gerry,0.005,84.067,1343
Gabriella,0.005,84.072,1344
Tiana,0.005,84.077,1345
Roma,0.005,84.082,1346
Richelle,0.005,84.087,1347
Ray,0.005,84.092,1348
Princess,0.005,84.097,1349
Oleta,0.005,84.102,1350
Jacque,0.005,84.107,1351
Idella,0.005,84.112,1352
Alaina,0.005,84.117,1353
Suzanna,0.005,84.122,1354
Jovita,0.005,84.127,1355
Blair,0.005,84.132,1356
Tosha,0.005,84.137,1357
Raven,0.005,84.142,1358
Nereida,0.005,84.147,1359
Marlyn,0.005,84.152,1360
Kyla,0.005,84.157,1361
Joseph,0.005,84.162,1362
Delfina,0.005,84.167,1363
Tena,0.005,84.172,1364
Stephenie,0.005,84.177,1365
Sabina,0.005,84.182,1366
Nathalie,0.005,84.186,1367
Marcelle,0.005,84.191,1368
Gertie,0.005,84.196,1369
Darleen,0.005,84.201,1370
Thea,0.005,84.206,1371
Sharonda,0.005,84.211,1372
Shantel,0.005,84.216,1373
Belen,0.005,84.221,1374
Venessa,0.005,84.225,1375
Rosalina,0.005,84.230,1376
Ona,0.005,84.235,1377
Genoveva,0.005,84.240,1378
Corey,0.005,84.245,1379
Clementine,0.005,84.250,1380
Rosalba,0.005,84.254,1381
Renate,0.005,84.259,1382
Renata,0.005,84.264,1383
Mi,0.005,84.269,1384
Ivory,0.005,84.274,1385
Georgianna,0.005,84.278,1386
Floy,0.005,84.283,1387
Dorcas,0.005,84.288,1388
Ariana,0.005,84.293,1389
Tyra,0.005,84.298,1390
Theda,0.005,84.302,1391
Mariam,0.005,84.307,1392
Juli,0.005,84.312,1393
Jesica,0.005,84.317,1394
Donnie,0.005,84.321,1395
Vikki,0.005,84.326,1396
Verla,0.005,84.331,1397
Roselyn,0.005,84.336,1398
Melvina,0.005,84.340,1399
Jannette,0.005,84.345,1400
Ginny,0.005,84.350,1401
Debrah,0.005,84.355,1402
Corrie,0.005,84.359,1403
Asia,0.005,84.364,1404
Violeta,0.005,84.369,1405
Myrtis,0.005,84.374,1406
Latricia,0.005,84.378,1407
Collette,0.005,84.383,1408
Charleen,0.005,84.388,1409
Anissa,0.005,84.392,1410
Viviana,0.005,84.397,1411
Twyla,0.005,84.402,1412
Precious,0.005,84.406,1413
Nedra,0.005,84.411,1414
Latonia,0.005,84.416,1415
Lan,0.005,84.420,1416
Hellen,0.005,84.425,1417
Fabiola,0.005,84.430,1418
Annamarie,0.005,84.435,1419
Adell,0.005,84.439,1420
Sharyn,0.005,84.444,1421
Chantal,0.005,84.448,1422
Niki,0.005,84.453,1423
Maud,0.005,84.458,1424
Lizette,0.005,84.462,1425
Lindy,0.005,84.467,1426
Kia,0.005,84.472,1427
Kesha,0.005,84.476,1428
Jeana,0.005,84.481,1429
Danelle,0.005,84.485,1430
Charline,0.005,84.490,1431
Chanel,0.005,84.495,1432
Carrol,0.005,84.499,1433
Valorie,0.005,84.504,1434
Lia,0.005,84.508,1435
Dortha,0.005,84.513,1436
Cristal,0.005,84.518,1437
Sunny,0.005,84.522,1438
Leone,0.005,84.527,1439
Leilani,0.005,84.531,1440
Gerri,0.005,84.536,1441
Debi,0.005,84.540,1442
Andra,0.005,84.545,1443
Keshia,0.005,84.549,1444
Ima,0.005,84.554,1445
Eulalia,0.005,84.558,1446
Easter,0.005,84.563,1447
Dulce,0.005,84.568,1448
Natividad,0.004,84.572,1449
Linnie,0.004,84.577,1450
Kami,0.004,84.581,1451
Georgie,0.004,84.586,1452
Catina,0.004,84.590,1453
Brook,0.004,84.594,1454
Alda,0.004,84.599,1455
Winnifred,0.004,84.603,1456
Sharla,0.004,84.608,1457
Ruthann,0.004,84.612,1458
Meaghan,0.004,84.617,1459
Magdalene,0.004,84.621,1460
Lissette,0.004,84.626,1461
Adelaida,0.004,84.630,1462
Venita,0.004,84.635,1463
Trena,0.004,84.639,1464
Shirlene,0.004,84.643,1465
Shameka,0.004,84.648,1466
Elizebeth,0.004,84.652,1467
Dian,0.004,84.657,1468
Shanta,0.004,84.661,1469
Mickey,0.004,84.666,1470
Latosha,0.004,84.670,1471
Carlotta,0.004,84.674,1472
Windy,0.004,84.679,1473
Soon,0.004,84.683,1474
Rosina,0.004,84.687,1475
Mariann,0.004,84.692,1476
Leisa,0.004,84.696,1477
Jonnie,0.004,84.701,1478
Dawna,0.004,84.705,1479
Cathie,0.004,84.709,1480
Billy,0.004,84.714,1481
Astrid,0.004,84.718,1482
Sidney,0.004,84.722,1483
Laureen,0.004,84.726,1484
Janeen,0.004,84.731,1485
Holli,0.004,84.735,1486
Fawn,0.004,84.739,1487
Vickey,0.004,84.744,1488
Teressa,0.004,84.748,1489
Shante,0.004,84.752,1490
Rubye,0.004,84.756,1491
Marcelina,0.004,84.761,1492
Chanda,0.004,84.765,1493
Cary,0.004,84.769,1494
Terese,0.004,84.774,1495
Scarlett,0.004,84.778,1496
Marty,0.004,84.782,1497
Marnie,0.004,84.786,1498
Lulu,0.004,84.790,1499
Lisette,0.004,84.795,1500
Jeniffer,0.004,84.799,1501
Elenor,0.004,84.803,1502
Dorinda,0.004,84.807,1503
Donita,0.004,84.812,1504
Carman,0.004,84.816,1505
Bernita,0.004,84.820,1506
Altagracia,0.004,84.824,1507
Aleta,0.004,84.829,1508
Adrianna,0.004,84.833,1509
Zoraida,0.004,84.837,1510
Ronnie,0.004,84.841,1511
Nicola,0.004,84.845,1512
Lyndsey,0.004,84.850,1513
Kendall,0.004,84.854,1514
Janina,0.004,84.858,1515
Chrissy,0.004,84.862,1516
Ami,0.004,84.867,1517
Starla,0.004,84.871,1518
Phylis,0.004,84.875,1519
Phuong,0.004,84.879,1520
Kyra,0.004,84.883,1521
Charisse,0.004,84.887,1522
Blanch,0.004,84.892,1523
Sanjuanita,0.004,84.896,1524
Rona,0.004,84.900,1525
Nanci,0.004,84.904,1526
Marilee,0.004,84.908,1527
Maranda,0.004,84.912,1528
Cory,0.004,84.916,1529
Brigette,0.004,84.921,1530
Sanjuana,0.004,84.925,1531
Marita,0.004,84.929,1532
Kassandra,0.004,84.933,1533
Joycelyn,0.004,84.937,1534
Ira,0.004,84.941,1535
Felipa,0.004,84.945,1536
Chelsie,0.004,84.949,1537
Bonny,0.004,84.954,1538
Mireya,0.004,84.958,1539
Lorenza,0.004,84.962,1540
Kyong,0.004,84.966,1541
Ileana,0.004,84.970,1542
Candelaria,0.004,84.974,1543
Tony,0.004,84.978,1544
Toby,0.004,84.982,1545
Sherie,0.004,84.986,1546
Ok,0.004,84.990,1547
Mark,0.004,84.994,1548
Lucie,0.004,84.998,1549
Leatrice,0.004,85.002,1550
Lakeshia,0.004,85.006,1551
Gerda,0.004,85.010,1552
Edie,0.004,85.014,1553
Bambi,0.004,85.018,1554
Marylin,0.004,85.023,1555
Lavon,0.004,85.027,1556
Hortense,0.004,85.031,1557
Garnet,0.004,85.035,1558
Evie,0.004,85.039,1559
Tressa,0.004,85.043,1560
Shayna,0.004,85.047,1561
Lavina,0.004,85.051,1562
Kyung,0.004,85.055,1563
Jeanetta,0.004,85.059,1564
Sherrill,0.004,85.062,1565
Shara,0.004,85.066,1566
Phyliss,0.004,85.070,1567
Mittie,0.004,85.074,1568
Anabel,0.004,85.078,1569
Alesia,0.004,85.082,1570
Thuy,0.004,85.086,1571
Tawanda,0.004,85.090,1572
Richard,0.004,85.094,1573
Joanie,0.004,85.098,1574
Tiffanie,0.004,85.102,1575
Lashanda,0.004,85.106,1576
Karissa,0.004,85.110,1577
Enriqueta,0.004,85.114,1578
Daria,0.004,85.117,1579
Daniella,0.004,85.121,1580
Corinna,0.004,85.125,1581
Alanna,0.004,85.129,1582
Abbey,0.004,85.133,1583
Roxane,0.004,85.137,1584
Roseanna,0.004,85.141,1585
Magnolia,0.004,85.145,1586
Lida,0.004,85.148,1587
Kyle,0.004,85.152,1588
Joellen,0.004,85.156,1589
Era,0.004,85.160,1590
Coral,0.004,85.164,1591
Carleen,0.004,85.168,1592
Tresa,0.004,85.172,1593
Peggie,0.004,85.175,1594
Novella,0.004,85.179,1595
Nila,0.004,85.183,1596
Maybelle,0.004,85.187,1597
Jenelle,0.004,85.191,1598
Carina,0.004,85.195,1599
Nova,0.004,85.198,1600
Melina,0.004,85.202,1601
Marquerite,0.004,85.206,1602
Margarette,0.004,85.210,1603
Josephina,0.004,85.214,1604
Evonne,0.004,85.217,1605
Devin,0.004,85.221,1606
Cinthia,0.004,85.225,1607
Albina,0.004,85.229,1608
Toya,0.004,85.233,1609
Tawnya,0.004,85.236,1610
Sherita,0.004,85.240,1611
Santos,0.004,85.244,1612
Myriam,0.004,85.248,1613
Lizabeth,0.004,85.251,1614
Lise,0.004,85.255,1615
Keely,0.004,85.259,1616
Jenni,0.004,85.263,1617
Giselle,0.004,85.266,1618
Cheryle,0.004,85.270,1619
Ardith,0.004,85.274,1620
Ardis,0.004,85.278,1621
Alesha,0.004,85.282,1622
Adriane,0.004,85.285,1623
Shaina,0.004,85.289,1624
Linnea,0.004,85.293,1625
Karolyn,0.004,85.297,1626
Hong,0.004,85.300,1627
Florida,0.004,85.304,1628
Felisha,0.004,85.308,1629
Dori,0.004,85.311,1630
Darci,0.004,85.315,1631
Artie,0.004,85.319,1632
Armida,0.004,85.323,1633
Zola,0.004,85.326,1634
Xiomara,0.004,85.330,1635
Vergie,0.004,85.334,1636
Shamika,0.004,85.338,1637
Nena,0.004,85.341,1638
Nannette,0.004,85.345,1639
Maxie,0.004,85.349,1640
Lovie,0.004,85.352,1641
Jeane,0.004,85.356,1642
Jaimie,0.004,85.360,1643
Inge,0.004,85.363,1644
Farrah,0.004,85.367,1645
Elaina,0.004,85.371,1646
Caitlyn,0.004,85.375,1647
Starr,0.004,85.378,1648
Felicitas,0.004,85.382,1649
Cherly,0.004,85.386,1650
Caryl,0.004,85.389,1651
Yolonda,0.004,85.393,1652
Yasmin,0.004,85.397,1653
Teena,0.004,85.400,1654
Prudence,0.004,85.404,1655
Pennie,0.004,85.407,1656
Nydia,0.004,85.411,1657
Mackenzie,0.004,85.415,1658
Orpha,0.004,85.418,1659
Marvel,0.004,85.422,1660
Lizbeth,0.004,85.426,1661
Laurette,0.004,85.429,1662
Jerrie,0.004,85.433,1663
Hermelinda,0.004,85.436,1664
Carolee,0.004,85.440,1665
Tierra,0.004,85.444,1666
Mirian,0.004,85.447,1667
Meta,0.004,85.451,1668
Melony,0.004,85.454,1669
Kori,0.004,85.458,1670
Jennette,0.004,85.462,1671
Jamila,0.004,85.465,1672
Ena,0.004,85.469,1673
Anh,0.004,85.472,1674
Yoshiko,0.004,85.476,1675
Susannah,0.004,85.479,1676
Salina,0.004,85.483,1677
Rhiannon,0.004,85.486,1678
Joleen,0.004,85.490,1679
Cristine,0.004,85.494,1680
Ashton,0.004,85.497,1681
Aracely,0.004,85.501,1682
Tomeka,0.004,85.504,1683
Shalonda,0.004,85.508,1684
Marti,0.004,85.511,1685
Lacie,0.004,85.515,1686
Kala,0.004,85.518,1687
Jada,0.004,85.522,1688
Ilse,0.004,85.525,1689
Hailey,0.004,85.529,1690
Brittani,0.004,85.532,1691
Zona,0.003,85.536,1692
Syble,0.003,85.539,1693
Sherryl,0.003,85.543,1694
Randy,0.003,85.546,1695
Nidia,0.003,85.550,1696
Marlo,0.003,85.553,1697
Kandice,0.003,85.557,1698
Kandi,0.003,85.560,1699
Deb,0.003,85.564,1700
Dean,0.003,85.567,1701
America,0.003,85.571,1702
Alycia,0.003,85.574,1703
Tommy,0.003,85.578,1704
Ronna,0.003,85.581,1705
Norene,0.003,85.585,1706
Mercy,0.003,85.588,1707
Jose,0.003,85.591,1708
Ingeborg,0.003,85.595,1709
Giovanna,0.003,85.598,1710
Gemma,0.003,85.602,1711
Christel,0.003,85.605,1712
Audry,0.003,85.609,1713
Zora,0.003,85.612,1714
Vita,0.003,85.616,1715
Van,0.003,85.619,1716
Trish,0.003,85.622,1717
Stephaine,0.003,85.626,1718
Shirlee,0.003,85.629,1719
Shanika,0.003,85.633,1720
Melonie,0.003,85.636,1721
Mazie,0.003,85.639,1722
Jazmin,0.003,85.643,1723
Inga,0.003,85.646,1724
Hoa,0.003,85.650,1725
Hettie,0.003,85.653,1726
Geralyn,0.003,85.657,1727
Fonda,0.003,85.660,1728
Estrella,0.003,85.663,1729
Adella,0.003,85.667,1730
Su,0.003,85.670,1731
Sarita,0.003,85.674,1732
Rina,0.003,85.677,1733
Milissa,0.003,85.680,1734
Maribeth,0.003,85.684,1735
Golda,0.003,85.687,1736
Evon,0.003,85.691,1737
Ethelyn,0.003,85.694,1738
Enedina,0.003,85.697,1739
Cherise,0.003,85.701,1740
Chana,0.003,85.704,1741
Velva,0.003,85.708,1742
Tawanna,0.003,85.711,1743
Sade,0.003,85.714,1744
Mirta,0.003,85.718,1745
Li,0.003,85.721,1746
Karie,0.003,85.724,1747
Jacinta,0.003,85.728,1748
Elna,0.003,85.731,1749
Davina,0.003,85.734,1750
Cierra,0.003,85.738,1751
Ashlie,0.003,85.741,1752
Albertha,0.003,85.744,1753
Tanesha,0.003,85.748,1754
Stephani,0.003,85.751,1755
Nelle,0.003,85.754,1756
Mindi,0.003,85.758,1757
Lu,0.003,85.761,1758
Lorinda,0.003,85.764,1759
Larue,0.003,85.768,1760
Florene,0.003,85.771,1761
Demetra,0.003,85.774,1762
Dedra,0.003,85.778,1763
Ciara,0.003,85.781,1764
Chantelle,0.003,85.784,1765
Ashly,0.003,85.788,1766
Suzy,0.003,85.791,1767
Rosalva,0.003,85.794,1768
Noelia,0.003,85.798,1769
Lyda,0.003,85.801,1770
Leatha,0.003,85.804,1771
Krystyna,0.003,85.808,1772
Kristan,0.003,85.811,1773
Karri,0.003,85.814,1774
Darline,0.003,85.817,1775
Darcie,0.003,85.821,1776
Cinda,0.003,85.824,1777
Cheyenne,0.003,85.827,1778
Cherrie,0.003,85.831,1779
Awilda,0.003,85.834,1780
Almeda,0.003,85.837,1781
Rolanda,0.003,85.840,1782
Lanette,0.003,85.844,1783
Jerilyn,0.003,85.847,1784
Gisele,0.003,85.850,1785
Evalyn,0.003,85.854,1786
Cyndi,0.003,85.857,1787
Cleta,0.003,85.860,1788
Carin,0.003,85.863,1789
Zina,0.003,85.867,1790
Zena,0.003,85.870,1791
Velia,0.003,85.873,1792
Tanika,0.003,85.876,1793
Paul,0.003,85.880,1794
Charissa,0.003,85.883,1795
Thomas,0.003,85.886,1796
Talia,0.003,85.889,1797
Margarete,0.003,85.892,1798
Lavonda,0.003,85.896,1799
Kaylee,0.003,85.899,1800
Kathlene,0.003,85.902,1801
Jonna,0.003,85.905,1802
Irena,0.003,85.908,1803
Ilona,0.003,85.912,1804
Idalia,0.003,85.915,1805
Candis,0.003,85.918,1806
Candance,0.003,85.921,1807
Brandee,0.003,85.924,1808
Anitra,0.003,85.928,1809
Alida,0.003,85.931,1810
Sigrid,0.003,85.934,1811
Nicolette,0.003,85.937,1812
Maryjo,0.003,85.940,1813
Linette,0.003,85.944,1814
Hedwig,0.003,85.947,1815
Christiana,0.003,85.950,1816
Cassidy,0.003,85.953,1817
Alexia,0.003,85.956,1818
Tressie,0.003,85.959,1819
Modesta,0.003,85.962,1820
Lupita,0.003,85.966,1821
Lita,0.003,85.969,1822
Gladis,0.003,85.972,1823
Evelia,0.003,85.975,1824
Davida,0.003,85.978,1825
